altruistic_probability,selfish_probability,cost_of_altruism,benefit_from_altruism,disease,harshness,run_number,ticks,altruists,selfish,void,max_pink,max_green,max_black
0.26,0.26,0.75,0.75,0.5,0.5,6,14.0,0.0,1231.0,450.0,334.0,1237.0,763.0
0.26,0.26,0.75,0.75,0.5,0.5,7,12.0,0.0,1293.0,388.0,314.0,1293.0,774.0
0.26,0.26,0.75,0.75,0.5,0.5,8,10.0,0.0,1243.0,438.0,286.0,1243.0,776.0
0.26,0.26,0.75,0.75,0.5,0.5,9,16.0,0.0,1233.0,448.0,301.0,1267.0,771.0
0.26,0.26,0.75,0.75,0.5,0.75,0,12.0,0.0,684.0,997.0,291.0,689.0,1028.0
0.26,0.26,0.75,0.75,0.5,0.75,1,13.0,0.0,691.0,990.0,281.0,691.0,1016.0
0.26,0.26,0.75,0.75,0.5,0.75,2,10.0,0.0,713.0,968.0,252.0,713.0,1032.0
0.26,0.26,0.75,0.75,0.5,0.75,3,8.0,0.0,669.0,1012.0,305.0,669.0,1047.0
0.26,0.26,0.75,0.75,0.5,0.75,4,12.0,0.0,763.0,918.0,262.0,769.0,1001.0
0.26,0.26,0.75,0.75,0.5,0.75,5,10.0,0.0,750.0,931.0,244.0,760.0,962.0
0.26,0.26,0.75,0.75,0.5,0.75,6,7.0,0.0,675.0,1006.0,239.0,678.0,1010.0
0.26,0.26,0.75,0.75,0.5,0.75,7,13.0,0.0,640.0,1041.0,266.0,692.0,1046.0
0.26,0.26,0.75,0.75,0.5,0.75,8,13.0,0.0,640.0,1041.0,275.0,650.0,1061.0
0.26,0.26,0.75,0.75,0.5,0.75,9,9.0,0.0,695.0,986.0,281.0,704.0,1000.0
0.26,0.26,0.75,0.75,0.5,1.0,0,8.0,0.0,340.0,1341.0,251.0,525.0,1341.0
0.26,0.26,0.75,0.75,0.5,1.0,1,8.0,0.0,322.0,1359.0,266.0,482.0,1359.0
0.26,0.26,0.75,0.75,0.5,1.0,2,10.0,0.0,290.0,1391.0,263.0,464.0,1391.0
0.26,0.26,0.75,0.75,0.5,1.0,3,12.0,0.0,212.0,1469.0,239.0,458.0,1469.0
0.26,0.26,0.75,0.75,0.5,1.0,4,10.0,0.0,271.0,1410.0,262.0,464.0,1410.0
0.26,0.26,0.75,0.75,0.5,1.0,5,10.0,0.0,220.0,1461.0,243.0,468.0,1461.0
0.26,0.26,0.75,0.75,0.5,1.0,6,8.0,0.0,292.0,1389.0,266.0,485.0,1389.0
0.26,0.26,0.75,0.75,0.5,1.0,7,9.0,0.0,263.0,1418.0,248.0,477.0,1418.0
0.26,0.26,0.75,0.75,0.5,1.0,8,11.0,0.0,207.0,1474.0,251.0,497.0,1474.0
0.26,0.26,0.75,0.75,0.5,1.0,9,8.0,0.0,286.0,1395.0,234.0,486.0,1395.0
0.26,0.26,0.75,0.75,0.75,0.0,0,12.0,0.0,1407.0,274.0,408.0,1410.0,482.0
0.26,0.26,0.75,0.75,0.75,0.0,1,15.0,0.0,1421.0,260.0,393.0,1446.0,495.0
0.26,0.26,0.75,0.75,0.75,0.0,2,17.0,0.0,1416.0,265.0,393.0,1446.0,558.0
0.26,0.26,0.75,0.75,0.75,0.0,3,14.0,0.0,1434.0,247.0,430.0,1434.0,526.0
0.26,0.26,0.75,0.75,0.75,0.0,4,11.0,0.0,1421.0,260.0,434.0,1421.0,525.0
0.26,0.26,0.75,0.75,0.75,0.0,5,13.0,0.0,1403.0,278.0,397.0,1424.0,509.0
0.26,0.26,0.75,0.75,0.75,0.0,6,14.0,0.0,1407.0,274.0,445.0,1432.0,516.0
0.26,0.26,0.75,0.75,0.75,0.0,7,12.0,0.0,1447.0,234.0,409.0,1447.0,502.0
0.26,0.26,0.75,0.75,0.75,0.0,8,13.0,0.0,1425.0,256.0,435.0,1438.0,480.0
0.26,0.26,0.75,0.75,0.75,0.0,9,13.0,0.0,1418.0,263.0,438.0,1449.0,501.0
0.26,0.26,0.75,0.75,0.75,0.25,0,12.0,0.0,1307.0,374.0,336.0,1332.0,741.0
0.26,0.26,0.75,0.75,0.75,0.25,1,12.0,0.0,1325.0,356.0,331.0,1325.0,741.0
0.26,0.26,0.75,0.75,0.75,0.25,2,15.0,0.0,1299.0,382.0,320.0,1308.0,726.0
0.26,0.26,0.75,0.75,0.75,0.25,3,10.0,0.0,1284.0,397.0,352.0,1284.0,702.0
0.26,0.26,0.75,0.75,0.75,0.25,4,13.0,0.0,1290.0,391.0,371.0,1307.0,684.0
0.26,0.26,0.75,0.75,0.75,0.25,5,13.0,0.0,1315.0,366.0,332.0,1315.0,720.0
0.26,0.26,0.75,0.75,0.75,0.25,6,13.0,0.0,1288.0,393.0,356.0,1290.0,723.0
0.26,0.26,0.75,0.75,0.75,0.25,7,12.0,0.0,1267.0,414.0,337.0,1293.0,704.0
0.26,0.26,0.75,0.75,0.75,0.25,8,12.0,0.0,1319.0,362.0,309.0,1319.0,698.0
0.26,0.26,0.75,0.75,0.75,0.25,9,12.0,0.0,1287.0,394.0,350.0,1287.0,712.0
0.26,0.26,0.75,0.75,0.75,0.5,0,13.0,0.0,1056.0,625.0,292.0,1056.0,798.0
0.26,0.26,0.75,0.75,0.75,0.5,1,16.0,0.0,1000.0,681.0,290.0,1052.0,827.0
0.26,0.26,0.75,0.75,0.75,0.5,2,9.0,0.0,1003.0,678.0,286.0,1003.0,836.0
0.26,0.26,0.75,0.75,0.75,0.5,3,11.0,0.0,917.0,764.0,306.0,933.0,823.0
0.26,0.26,0.75,0.75,0.75,0.5,4,15.0,0.0,1071.0,610.0,307.0,1071.0,863.0
0.26,0.26,0.75,0.75,0.75,0.5,5,12.0,0.0,1004.0,677.0,285.0,1022.0,842.0
0.26,0.26,0.75,0.75,0.75,0.5,6,15.0,0.0,1053.0,628.0,329.0,1053.0,788.0
0.26,0.26,0.75,0.75,0.75,0.5,7,12.0,0.0,1045.0,636.0,275.0,1045.0,803.0
0.26,0.26,0.75,0.75,0.75,0.5,8,10.0,0.0,965.0,716.0,287.0,987.0,864.0
0.26,0.26,0.75,0.75,0.75,0.5,9,9.0,0.0,998.0,683.0,261.0,998.0,851.0
0.26,0.26,0.75,0.75,0.75,0.75,0,10.0,0.0,464.0,1217.0,276.0,531.0,1217.0
0.26,0.26,0.75,0.75,0.75,0.75,1,8.0,0.0,543.0,1138.0,237.0,581.0,1138.0
0.26,0.26,0.75,0.75,0.75,0.75,2,14.0,0.0,479.0,1202.0,292.0,569.0,1202.0
0.26,0.26,0.75,0.75,0.75,0.75,3,16.0,0.0,403.0,1278.0,229.0,566.0,1278.0
0.26,0.26,0.75,0.75,0.75,0.75,4,11.0,0.0,454.0,1227.0,271.0,527.0,1227.0
0.26,0.26,0.75,0.75,0.75,0.75,5,10.0,0.0,477.0,1204.0,283.0,550.0,1204.0
0.26,0.26,0.75,0.75,0.75,0.75,6,11.0,0.0,414.0,1267.0,274.0,536.0,1267.0
0.26,0.26,0.75,0.75,0.75,0.75,7,12.0,0.0,480.0,1201.0,252.0,593.0,1201.0
0.26,0.26,0.75,0.75,0.75,0.75,8,9.0,0.0,519.0,1162.0,251.0,568.0,1162.0
0.26,0.26,0.75,0.75,0.75,0.75,9,11.0,0.0,467.0,1214.0,279.0,559.0,1232.0
0.26,0.26,0.75,0.75,0.75,1.0,0,10.0,0.0,212.0,1469.0,221.0,494.0,1469.0
0.26,0.26,0.75,0.75,0.75,1.0,1,8.0,0.0,206.0,1475.0,249.0,478.0,1475.0
0.26,0.26,0.75,0.75,0.75,1.0,2,7.0,0.0,242.0,1439.0,245.0,472.0,1439.0
0.26,0.26,0.75,0.75,0.75,1.0,3,10.0,0.0,144.0,1537.0,195.0,482.0,1537.0
0.26,0.26,0.75,0.75,0.75,1.0,4,8.0,0.0,202.0,1479.0,275.0,449.0,1479.0
0.26,0.26,0.75,0.75,0.75,1.0,5,9.0,0.0,164.0,1517.0,262.0,457.0,1517.0
0.26,0.26,0.75,0.75,0.75,1.0,6,11.0,0.0,137.0,1544.0,247.0,452.0,1544.0
0.26,0.26,0.75,0.75,0.75,1.0,7,9.0,0.0,133.0,1548.0,240.0,426.0,1548.0
0.26,0.26,0.75,0.75,0.75,1.0,8,10.0,0.0,190.0,1491.0,242.0,489.0,1491.0
0.26,0.26,0.75,0.75,0.75,1.0,9,10.0,0.0,158.0,1523.0,244.0,428.0,1523.0
0.26,0.26,0.75,0.75,1.0,0.0,0,17.0,0.0,1308.0,373.0,420.0,1342.0,601.0
0.26,0.26,0.75,0.75,1.0,0.0,1,12.0,0.0,1357.0,324.0,435.0,1357.0,593.0
0.26,0.26,0.75,0.75,1.0,0.0,2,18.0,0.0,1325.0,356.0,347.0,1339.0,620.0
0.26,0.26,0.75,0.75,1.0,0.0,3,11.0,0.0,1311.0,370.0,403.0,1311.0,583.0
0.26,0.26,0.75,0.75,1.0,0.0,4,15.0,0.0,1345.0,336.0,380.0,1345.0,563.0
0.26,0.26,0.75,0.75,1.0,0.0,5,13.0,0.0,1332.0,349.0,383.0,1338.0,590.0
0.26,0.26,0.75,0.75,1.0,0.0,6,17.0,0.0,1328.0,353.0,360.0,1345.0,623.0
0.26,0.26,0.75,0.75,1.0,0.0,7,16.0,0.0,1341.0,340.0,382.0,1346.0,588.0
0.26,0.26,0.75,0.75,1.0,0.0,8,15.0,0.0,1332.0,349.0,341.0,1332.0,602.0
0.26,0.26,0.75,0.75,1.0,0.0,9,10.0,0.0,1300.0,381.0,412.0,1300.0,592.0
0.26,0.26,0.75,0.75,1.0,0.25,0,12.0,0.0,1145.0,536.0,355.0,1160.0,748.0
0.26,0.26,0.75,0.75,1.0,0.25,1,12.0,0.0,1140.0,541.0,351.0,1140.0,766.0
0.26,0.26,0.75,0.75,1.0,0.25,2,12.0,0.0,1199.0,482.0,275.0,1199.0,769.0
0.26,0.26,0.75,0.75,1.0,0.25,3,11.0,0.0,1157.0,524.0,297.0,1180.0,755.0
0.26,0.26,0.75,0.75,1.0,0.25,4,14.0,0.0,1201.0,480.0,346.0,1207.0,743.0
0.26,0.26,0.75,0.75,1.0,0.25,5,10.0,0.0,1159.0,522.0,298.0,1159.0,804.0
0.26,0.26,0.75,0.75,1.0,0.25,6,15.0,0.0,1116.0,565.0,373.0,1145.0,736.0
0.26,0.26,0.75,0.75,1.0,0.25,7,12.0,0.0,1144.0,537.0,351.0,1144.0,735.0
0.26,0.26,0.75,0.75,1.0,0.25,8,16.0,0.0,1144.0,537.0,320.0,1185.0,753.0
0.26,0.26,0.75,0.75,1.0,0.25,9,12.0,0.0,1148.0,533.0,321.0,1165.0,752.0
0.26,0.26,0.75,0.75,1.0,0.5,0,15.0,0.0,731.0,950.0,247.0,827.0,950.0
0.26,0.26,0.75,0.75,1.0,0.5,1,12.0,0.0,791.0,890.0,295.0,791.0,935.0
0.26,0.26,0.75,0.75,1.0,0.5,2,15.0,0.0,779.0,902.0,278.0,779.0,970.0
0.26,0.26,0.75,0.75,1.0,0.5,3,13.0,0.0,735.0,946.0,261.0,735.0,986.0
0.26,0.26,0.75,0.75,1.0,0.5,4,10.0,0.0,712.0,969.0,318.0,730.0,984.0
0.26,0.26,0.75,0.75,1.0,0.5,5,11.0,0.0,705.0,976.0,277.0,705.0,1007.0
0.26,0.26,0.75,0.75,1.0,0.5,6,10.0,0.0,761.0,920.0,261.0,802.0,942.0
0.26,0.26,0.75,0.75,1.0,0.5,7,9.0,0.0,730.0,951.0,264.0,734.0,976.0
0.26,0.26,0.75,0.75,1.0,0.5,8,13.0,0.0,738.0,943.0,303.0,738.0,983.0
0.26,0.26,0.75,0.75,1.0,0.5,9,14.0,0.0,746.0,935.0,289.0,750.0,1024.0
0.26,0.26,0.75,0.75,1.0,0.75,0,8.0,0.0,325.0,1356.0,249.0,506.0,1356.0
0.26,0.26,0.75,0.75,1.0,0.75,1,10.0,0.0,312.0,1369.0,272.0,456.0,1369.0
0.26,0.26,0.75,0.75,1.0,0.75,2,10.0,0.0,312.0,1369.0,228.0,489.0,1369.0
0.26,0.26,0.75,0.75,1.0,0.75,3,10.0,0.0,355.0,1326.0,247.0,488.0,1326.0
0.26,0.26,0.75,0.75,1.0,0.75,4,11.0,0.0,285.0,1396.0,225.0,475.0,1396.0
0.26,0.26,0.75,0.75,1.0,0.75,5,11.0,0.0,363.0,1318.0,268.0,480.0,1318.0
0.26,0.26,0.75,0.75,1.0,0.75,6,12.0,0.0,304.0,1377.0,249.0,542.0,1377.0
0.26,0.26,0.75,0.75,1.0,0.75,7,10.0,0.0,306.0,1375.0,257.0,428.0,1375.0
0.26,0.26,0.75,0.75,1.0,0.75,8,19.0,0.0,180.0,1501.0,239.0,438.0,1506.0
0.26,0.26,0.75,0.75,1.0,0.75,9,10.0,0.0,324.0,1357.0,294.0,506.0,1370.0
0.26,0.26,0.75,0.75,1.0,1.0,0,8.0,0.0,131.0,1550.0,185.0,451.0,1550.0
0.26,0.26,0.75,0.75,1.0,1.0,1,7.0,0.0,180.0,1501.0,226.0,466.0,1501.0
0.26,0.26,0.75,0.75,1.0,1.0,2,9.0,0.0,134.0,1547.0,211.0,442.0,1547.0
0.26,0.26,0.75,0.75,1.0,1.0,3,7.0,0.0,165.0,1516.0,225.0,425.0,1516.0
0.26,0.26,0.75,0.75,1.0,1.0,4,7.0,0.0,164.0,1517.0,244.0,429.0,1517.0
0.26,0.26,0.75,0.75,1.0,1.0,5,7.0,0.0,250.0,1431.0,213.0,420.0,1431.0
0.26,0.26,0.75,0.75,1.0,1.0,6,8.0,0.0,203.0,1478.0,257.0,433.0,1478.0
0.26,0.26,0.75,0.75,1.0,1.0,7,8.0,0.0,143.0,1538.0,232.0,435.0,1538.0
0.26,0.26,0.75,0.75,1.0,1.0,8,9.0,0.0,134.0,1547.0,210.0,400.0,1547.0
0.26,0.26,0.75,0.75,1.0,1.0,9,8.0,0.0,135.0,1546.0,192.0,453.0,1546.0
0.26,0.26,0.75,1.0,0.0,0.0,0,14.0,0.0,1681.0,0.0,714.0,1681.0,55.0
0.26,0.26,0.75,1.0,0.0,0.0,1,19.0,0.0,1681.0,0.0,650.0,1681.0,52.0
0.26,0.26,0.75,1.0,0.0,0.0,2,22.0,0.0,1681.0,0.0,648.0,1681.0,36.0
0.26,0.26,0.75,1.0,0.0,0.0,3,16.0,0.0,1681.0,0.0,645.0,1681.0,44.0
0.26,0.26,0.75,1.0,0.0,0.0,4,15.0,0.0,1681.0,0.0,627.0,1681.0,51.0
0.26,0.26,0.75,1.0,0.0,0.0,5,18.0,0.0,1681.0,0.0,669.0,1681.0,46.0
0.26,0.26,0.75,1.0,0.0,0.0,6,18.0,0.0,1681.0,0.0,689.0,1681.0,41.0
0.26,0.26,0.75,1.0,0.0,0.0,7,14.0,0.0,1681.0,0.0,679.0,1681.0,51.0
0.26,0.26,0.75,1.0,0.0,0.0,8,17.0,0.0,1681.0,0.0,658.0,1681.0,52.0
0.26,0.26,0.75,1.0,0.0,0.0,9,16.0,0.0,1681.0,0.0,673.0,1681.0,47.0
0.26,0.26,0.75,1.0,0.0,0.25,0,15.0,0.0,1681.0,0.0,462.0,1681.0,439.0
0.26,0.26,0.75,1.0,0.0,0.25,1,15.0,0.0,1681.0,0.0,458.0,1681.0,423.0
0.26,0.26,0.75,1.0,0.0,0.25,2,15.0,0.0,1681.0,0.0,486.0,1681.0,458.0
0.26,0.26,0.75,1.0,0.0,0.25,3,18.0,0.0,1681.0,0.0,514.0,1681.0,441.0
0.26,0.26,0.75,1.0,0.0,0.25,4,16.0,0.0,1681.0,0.0,511.0,1681.0,412.0
0.26,0.26,0.75,1.0,0.0,0.25,5,13.0,0.0,1681.0,0.0,376.0,1681.0,479.0
0.26,0.26,0.75,1.0,0.0,0.25,6,15.0,0.0,1681.0,0.0,472.0,1681.0,443.0
0.26,0.26,0.75,1.0,0.0,0.25,7,18.0,0.0,1681.0,0.0,520.0,1681.0,418.0
0.26,0.26,0.75,1.0,0.0,0.25,8,15.0,0.0,1681.0,0.0,520.0,1681.0,410.0
0.26,0.26,0.75,1.0,0.0,0.25,9,15.0,0.0,1681.0,0.0,475.0,1681.0,433.0
0.26,0.26,0.75,1.0,0.0,0.5,0,18.0,0.0,1681.0,0.0,394.0,1681.0,624.0
0.26,0.26,0.75,1.0,0.0,0.5,1,15.0,0.0,1681.0,0.0,442.0,1681.0,612.0
0.26,0.26,0.75,1.0,0.0,0.5,2,16.0,0.0,1680.0,1.0,378.0,1680.0,602.0
0.26,0.26,0.75,1.0,0.0,0.5,3,17.0,0.0,1681.0,0.0,374.0,1681.0,617.0
0.26,0.26,0.75,1.0,0.0,0.5,4,15.0,0.0,1678.0,3.0,389.0,1678.0,643.0
0.26,0.26,0.75,1.0,0.0,0.5,5,21.0,0.0,1681.0,0.0,440.0,1681.0,545.0
0.26,0.26,0.75,1.0,0.0,0.5,6,17.0,0.0,1680.0,1.0,382.0,1680.0,616.0
0.26,0.26,0.75,1.0,0.0,0.5,7,16.0,0.0,1681.0,0.0,420.0,1681.0,586.0
0.26,0.26,0.75,1.0,0.0,0.5,8,14.0,0.0,1681.0,0.0,424.0,1681.0,584.0
0.26,0.26,0.75,1.0,0.0,0.5,9,13.0,0.0,1677.0,4.0,358.0,1677.0,622.0
0.26,0.26,0.75,1.0,0.0,0.75,0,17.0,0.0,1613.0,68.0,330.0,1613.0,774.0
0.26,0.26,0.75,1.0,0.0,0.75,1,19.0,0.0,1654.0,27.0,361.0,1654.0,711.0
0.26,0.26,0.75,1.0,0.0,0.75,2,18.0,0.0,1650.0,31.0,366.0,1650.0,753.0
0.26,0.26,0.75,1.0,0.0,0.75,3,15.0,0.0,1561.0,120.0,337.0,1561.0,770.0
0.26,0.26,0.75,1.0,0.0,0.75,4,17.0,0.0,1637.0,44.0,315.0,1637.0,752.0
0.26,0.26,0.75,1.0,0.0,0.75,5,13.0,0.0,1587.0,94.0,362.0,1587.0,738.0
0.26,0.26,0.75,1.0,0.0,0.75,6,15.0,0.0,1572.0,109.0,347.0,1572.0,775.0
0.26,0.26,0.75,1.0,0.0,0.75,7,15.0,0.0,1541.0,140.0,346.0,1541.0,778.0
0.26,0.26,0.75,1.0,0.0,0.75,8,15.0,0.0,1556.0,125.0,312.0,1556.0,781.0
0.26,0.26,0.75,1.0,0.0,0.75,9,14.0,0.0,1545.0,136.0,334.0,1545.0,785.0
0.26,0.26,0.75,1.0,0.0,1.0,0,16.0,0.0,727.0,954.0,325.0,727.0,1001.0
0.26,0.26,0.75,1.0,0.0,1.0,1,12.0,0.0,741.0,940.0,308.0,741.0,995.0
0.26,0.26,0.75,1.0,0.0,1.0,2,15.0,0.0,752.0,929.0,314.0,754.0,969.0
0.26,0.26,0.75,1.0,0.0,1.0,3,18.0,0.0,804.0,877.0,307.0,832.0,915.0
0.26,0.26,0.75,1.0,0.0,1.0,4,17.0,0.0,769.0,912.0,309.0,813.0,915.0
0.26,0.26,0.75,1.0,0.0,1.0,5,13.0,0.0,757.0,924.0,290.0,757.0,991.0
0.26,0.26,0.75,1.0,0.0,1.0,6,15.0,0.0,755.0,926.0,266.0,780.0,926.0
0.26,0.26,0.75,1.0,0.0,1.0,7,13.0,0.0,746.0,935.0,301.0,780.0,955.0
0.26,0.26,0.75,1.0,0.0,1.0,8,15.0,0.0,647.0,1034.0,337.0,703.0,1034.0
0.26,0.26,0.75,1.0,0.0,1.0,9,11.0,0.0,721.0,960.0,296.0,759.0,969.0
0.26,0.26,0.75,1.0,0.25,0.0,0,14.0,0.0,1607.0,74.0,574.0,1607.0,213.0
0.26,0.26,0.75,1.0,0.25,0.0,1,12.0,0.0,1601.0,80.0,566.0,1602.0,237.0
0.26,0.26,0.75,1.0,0.25,0.0,2,19.0,0.0,1603.0,78.0,554.0,1604.0,245.0
0.26,0.26,0.75,1.0,0.25,0.0,3,15.0,0.0,1593.0,88.0,609.0,1606.0,239.0
0.26,0.26,0.75,1.0,0.25,0.0,4,17.0,0.0,1609.0,72.0,621.0,1609.0,233.0
0.26,0.26,0.75,1.0,0.25,0.0,5,16.0,0.0,1594.0,87.0,519.0,1594.0,254.0
0.26,0.26,0.75,1.0,0.25,0.0,6,16.0,0.0,1597.0,84.0,556.0,1597.0,271.0
0.26,0.26,0.75,1.0,0.25,0.0,7,13.0,0.0,1589.0,92.0,587.0,1596.0,238.0
0.26,0.26,0.75,1.0,0.25,0.0,8,15.0,0.0,1595.0,86.0,586.0,1605.0,226.0
0.26,0.26,0.75,1.0,0.25,0.0,9,17.0,0.0,1582.0,99.0,556.0,1598.0,232.0
0.26,0.26,0.75,1.0,0.25,0.25,0,15.0,0.0,1562.0,119.0,439.0,1564.0,557.0
0.26,0.26,0.75,1.0,0.25,0.25,1,16.0,0.0,1565.0,116.0,408.0,1566.0,537.0
0.26,0.26,0.75,1.0,0.25,0.25,2,14.0,0.0,1555.0,126.0,433.0,1555.0,513.0
0.26,0.26,0.75,1.0,0.25,0.25,3,14.0,0.0,1565.0,116.0,458.0,1573.0,502.0
0.26,0.26,0.75,1.0,0.25,0.25,4,13.0,0.0,1568.0,113.0,417.0,1568.0,544.0
0.26,0.26,0.75,1.0,0.25,0.25,5,15.0,0.0,1547.0,134.0,463.0,1562.0,501.0
0.26,0.26,0.75,1.0,0.25,0.25,6,12.0,0.0,1562.0,119.0,431.0,1573.0,557.0
0.26,0.26,0.75,1.0,0.25,0.25,7,17.0,0.0,1550.0,131.0,461.0,1559.0,502.0
0.26,0.26,0.75,1.0,0.25,0.25,8,16.0,0.0,1560.0,121.0,410.0,1564.0,573.0
0.26,0.26,0.75,1.0,0.25,0.25,9,15.0,0.0,1553.0,128.0,477.0,1570.0,521.0
0.26,0.26,0.75,1.0,0.25,0.5,0,15.0,0.0,1488.0,193.0,362.0,1515.0,665.0
0.26,0.26,0.75,1.0,0.25,0.5,1,19.0,0.0,1456.0,225.0,344.0,1471.0,729.0
0.26,0.26,0.75,1.0,0.25,0.5,2,15.0,0.0,1477.0,204.0,358.0,1489.0,714.0
0.26,0.26,0.75,1.0,0.25,0.5,3,16.0,0.0,1485.0,196.0,383.0,1493.0,668.0
0.26,0.26,0.75,1.0,0.25,0.5,4,13.0,0.0,1481.0,200.0,339.0,1481.0,693.0
0.26,0.26,0.75,1.0,0.25,0.5,5,16.0,0.0,1482.0,199.0,385.0,1482.0,670.0
0.26,0.26,0.75,1.0,0.25,0.5,6,16.0,0.0,1438.0,243.0,417.0,1496.0,639.0
0.26,0.26,0.75,1.0,0.25,0.5,7,14.0,0.0,1488.0,193.0,386.0,1488.0,705.0
0.26,0.26,0.75,1.0,0.25,0.5,8,16.0,0.0,1501.0,180.0,408.0,1501.0,679.0
0.26,0.26,0.75,1.0,0.25,0.5,9,14.0,0.0,1496.0,185.0,360.0,1523.0,712.0
0.26,0.26,0.75,1.0,0.25,0.75,0,15.0,0.0,1177.0,504.0,329.0,1177.0,801.0
0.26,0.26,0.75,1.0,0.25,0.75,1,14.0,0.0,1078.0,603.0,332.0,1078.0,807.0
0.26,0.26,0.75,1.0,0.25,0.75,2,15.0,0.0,1102.0,579.0,287.0,1102.0,804.0
0.26,0.26,0.75,1.0,0.25,0.75,3,21.0,0.0,1170.0,511.0,317.0,1170.0,852.0
0.26,0.26,0.75,1.0,0.25,0.75,4,10.0,0.0,971.0,710.0,266.0,971.0,873.0
0.26,0.26,0.75,1.0,0.25,0.75,5,17.0,0.0,1053.0,628.0,335.0,1073.0,791.0
0.26,0.26,0.75,1.0,0.25,0.75,6,16.0,0.0,1107.0,574.0,377.0,1114.0,773.0
0.26,0.26,0.75,1.0,0.25,0.75,7,14.0,0.0,1117.0,564.0,383.0,1117.0,737.0
0.26,0.26,0.75,1.0,0.25,0.75,8,14.0,0.0,1185.0,496.0,377.0,1199.0,781.0
0.26,0.26,0.75,1.0,0.25,0.75,9,15.0,0.0,1098.0,583.0,339.0,1098.0,789.0
0.26,0.26,0.75,1.0,0.25,1.0,0,13.0,0.0,352.0,1329.0,323.0,570.0,1329.0
0.26,0.26,0.75,1.0,0.25,1.0,1,12.0,0.0,341.0,1340.0,278.0,534.0,1340.0
0.26,0.26,0.75,1.0,0.25,1.0,2,14.0,0.0,372.0,1309.0,314.0,571.0,1309.0
0.26,0.26,0.75,1.0,0.25,1.0,3,13.0,0.0,394.0,1287.0,307.0,580.0,1287.0
0.26,0.26,0.75,1.0,0.25,1.0,4,14.0,0.0,324.0,1357.0,269.0,520.0,1357.0
0.26,0.26,0.75,1.0,0.25,1.0,5,11.0,0.0,374.0,1307.0,297.0,524.0,1307.0
0.26,0.26,0.75,1.0,0.25,1.0,6,11.0,0.0,419.0,1262.0,315.0,544.0,1262.0
0.26,0.26,0.75,1.0,0.25,1.0,7,13.0,0.0,329.0,1352.0,279.0,547.0,1352.0
0.26,0.26,0.75,1.0,0.25,1.0,8,15.0,0.0,369.0,1312.0,356.0,608.0,1312.0
0.26,0.26,0.75,1.0,0.25,1.0,9,13.0,0.0,357.0,1324.0,289.0,531.0,1324.0
0.26,0.26,0.75,1.0,0.5,0.0,0,14.0,0.0,1534.0,147.0,499.0,1534.0,415.0
0.26,0.26,0.75,1.0,0.5,0.0,1,17.0,0.0,1495.0,186.0,509.0,1540.0,382.0
0.26,0.26,0.75,1.0,0.5,0.0,2,15.0,0.0,1512.0,169.0,518.0,1533.0,335.0
0.26,0.26,0.75,1.0,0.5,0.0,3,23.0,0.0,1491.0,190.0,523.0,1539.0,367.0
0.26,0.26,0.75,1.0,0.5,0.0,4,16.0,0.0,1501.0,180.0,518.0,1520.0,371.0
0.26,0.26,0.75,1.0,0.5,0.0,5,12.0,0.0,1511.0,170.0,513.0,1511.0,379.0
0.26,0.26,0.75,1.0,0.5,0.0,6,15.0,0.0,1486.0,195.0,443.0,1497.0,394.0
0.26,0.26,0.75,1.0,0.5,0.0,7,14.0,0.0,1524.0,157.0,511.0,1524.0,358.0
0.26,0.26,0.75,1.0,0.5,0.0,8,17.0,0.0,1508.0,173.0,510.0,1508.0,383.0
0.26,0.26,0.75,1.0,0.5,0.0,9,17.0,0.0,1499.0,182.0,479.0,1515.0,394.0
0.26,0.26,0.75,1.0,0.5,0.25,0,13.0,0.0,1452.0,229.0,433.0,1452.0,590.0
0.26,0.26,0.75,1.0,0.5,0.25,1,18.0,0.0,1425.0,256.0,408.0,1447.0,637.0
0.26,0.26,0.75,1.0,0.5,0.25,2,13.0,0.0,1463.0,218.0,359.0,1463.0,637.0
0.26,0.26,0.75,1.0,0.5,0.25,3,14.0,0.0,1424.0,257.0,420.0,1424.0,612.0
0.26,0.26,0.75,1.0,0.5,0.25,4,18.0,0.0,1432.0,249.0,414.0,1448.0,624.0
0.26,0.26,0.75,1.0,0.5,0.25,5,15.0,0.0,1437.0,244.0,436.0,1437.0,616.0
0.26,0.26,0.75,1.0,0.5,0.25,6,11.0,0.0,1456.0,225.0,404.0,1456.0,586.0
0.26,0.26,0.75,1.0,0.5,0.25,7,17.0,0.0,1435.0,246.0,424.0,1454.0,536.0
0.26,0.26,0.75,1.0,0.5,0.25,8,16.0,0.0,1443.0,238.0,394.0,1459.0,628.0
0.26,0.26,0.75,1.0,0.5,0.25,9,13.0,0.0,1420.0,261.0,357.0,1458.0,596.0
0.26,0.26,0.75,1.0,0.5,0.5,0,13.0,0.0,1296.0,385.0,363.0,1296.0,743.0
0.26,0.26,0.75,1.0,0.5,0.5,1,13.0,0.0,1252.0,429.0,381.0,1258.0,636.0
0.26,0.26,0.75,1.0,0.5,0.5,2,14.0,0.0,1263.0,418.0,374.0,1286.0,745.0
0.26,0.26,0.75,1.0,0.5,0.5,3,12.0,0.0,1260.0,421.0,380.0,1261.0,710.0
0.26,0.26,0.75,1.0,0.5,0.5,4,17.0,0.0,1265.0,416.0,385.0,1281.0,718.0
