altruistic_probability,selfish_probability,cost_of_altruism,benefit_from_altruism,disease,harshness,ticks_mean,ticks_std,altruists_mean,altruists_std,selfish_mean,selfish_std,void_mean,void_std,max_pink_mean,max_pink_std,max_green_mean,max_green_std,max_black_mean,max_black_std
0.26,0.26,1.0,1.0,0.5,0.75,7.5,1.4,0.0,0.0,695.6,44.6,985.4,44.6,219.7,23.1,708.7,43.4,1003.2,42.7
0.26,0.26,1.0,1.0,0.5,1.0,6.2,1.0,0.0,0.0,371.1,43.5,1309.9,43.5,193.3,16.4,511.9,16.8,1309.9,43.5
0.26,0.26,1.0,1.0,0.75,0.0,8.5,1.4,0.0,0.0,1419.0,9.2,262.0,9.2,341.2,28.7,1423.2,9.2,542.5,28.8
0.26,0.26,1.0,1.0,0.75,0.25,7.5,1.1,0.0,0.0,1280.5,25.4,400.5,25.4,267.9,20.9,1283.1,24.1,741.6,13.2
0.26,0.26,1.0,1.0,0.75,0.5,8.0,1.8,0.0,0.0,950.3,50.5,730.7,50.5,217.8,20.5,950.6,50.2,890.3,30.8
0.26,0.26,1.0,1.0,0.75,0.75,6.7,0.8,0.0,0.0,525.0,36.0,1156.0,36.0,206.4,29.7,580.5,31.8,1157.3,34.4
0.26,0.26,1.0,1.0,0.75,1.0,6.1,0.9,0.0,0.0,278.8,48.5,1402.2,48.5,188.5,14.6,491.7,24.7,1402.2,48.5
0.26,0.26,1.0,1.0,1.0,0.0,8.9,1.0,0.0,0.0,1319.5,16.5,361.5,16.5,317.2,24.2,1336.4,16.6,660.7,20.2
0.26,0.26,1.0,1.0,1.0,0.25,8.1,1.1,0.0,0.0,1141.5,26.1,539.5,26.1,236.2,15.5,1142.6,25.5,813.4,29.3
0.26,0.26,1.0,1.0,1.0,0.5,7.0,0.9,0.0,0.0,748.8,23.3,932.2,23.3,216.0,23.4,749.2,22.9,981.2,29.4
0.26,0.26,1.0,1.0,1.0,0.75,5.9,0.7,0.0,0.0,429.6,37.7,1251.4,37.7,188.1,20.0,531.7,33.1,1251.4,37.7
0.26,0.26,1.0,1.0,1.0,1.0,5.4,0.7,0.0,0.0,230.1,31.7,1450.9,31.7,178.0,12.1,455.8,26.9,1450.9,31.7
